"","ATT1_1_ExerciseAndDiet","ATT1_2_MustSuffer","ATT1_3_TrustInTradRemedy","ATT1_4_BodyMirrorToSoul","ATT1_5_DependsOnEnvironment","ATT1_6_IllnessIsImbalance","ATT1_7_HealthyDiet","ATT1_8_NeedTestResult","ATT1_9_MindHasStrongEffect","ATT1_10_AttractPplAndEvents","ATT1_11_BodyRemembers","ATT1_12_WeakImmuneSystem","ATT1_13_ElectronicRadiation","ATT1_14_Reincarnation","ATT1_15_TrustAncientRemedies","ATT1_16_EverythingConnected","ATT1_17_SickByChance","ATT1_18_TreatsOnlySymptoms","ATT1_19_DoctorMustHealMe","ATT1_20_HealingIsLuck","ATT1_21_IllnessBecauseOfEmotions","ATT1_22_AvoidPharma","ATT1_23_NothingByChance","ATT1_24_IllnessBecauseOfGenes","ATT1_25_ChemotherapyHarmful","ATT1_26_HealingResultOfEmoDevelopment","ATT1_27_EnergeticSystemInBody","ATT1_28_ConfrontingEmotionalProb","ATT1_29_RadiationTherapyHarmful","ATT1_30_MandatoryVaccines","ATT1_31_IllnessSymbology","ATT1_32_TrustWesternDocs","ATT1_33_SymptomsWillDisappear","ATT1_34_EnergyInEastern","ATT1_35_SeriousSymptom","ATT1_36_UnprocessedTrauma","ATT1_37_NoBiopsy","ATT1_38_IllnessTeachesUs","ATT1_39_OnlyNatural","ATT1_40_StrongerComplaintsMeanHealing"
"ATT1_20_HealingIsLuck",-0.12548730819781,-0.0273831815451053,-0.285133027762072,-0.121819002310661,0.203442814307741,-0.120347619672839,-0.0270183125758266,0.12476768137193,-0.0758399037612639,-0.129199220963249,-0.12561168822163,-0.0617795945853324,0.0383195424875705,-0.00973795540339801,-0.0932795840894019,-0.117667770284623,0.270930752212905,-0.0661100270770964,0.11023240863968,1,-0.0613623151069486,-0.105149250197754,0.0239700893198501,0.191018939951759,-0.127173160319645,0.105190016706068,0.0429204186319752,-0.00556170420638626,-0.125584432587204,-0.11379336187213,-0.0714842314154765,0.136972213413315,0.00124173987020212,-0.0746561847338118,0.207135182659199,-0.0280355946280168,0.243641776760972,0.00348050606158953,-0.0795953894519439,-0.0577501883733591
"ATT1_21_IllnessBecauseOfEmotions",0.224956120934966,-0.0240271110223266,0.222761995390554,0.435758240301573,0.141545875770218,0.552956545699195,0.123654745664509,-0.101888396732543,0.538881923024042,0.445294133062098,0.489877863329563,0.3200732433785,0.362933225884661,0.370049734765006,0.32129417746275,0.419827349181408,-0.170897827527985,0.384926811802868,-0.00466239765139574,-0.0613623151069486,1,0.345691260483073,0.49299428858251,0.154584450955513,0.339410774729207,0.627206895889591,0.505131368818849,0.635790366075426,0.331170809207799,0.219089085662791,0.668085151199657,-0.192674639731666,0.643643725490425,0.424266702197865,-0.177963218531155,0.583924859474386,0.215667434710964,0.506759853792054,0.25914680502449,0.305382907962
"ATT1_22_AvoidPharma",0.112192090503202,-0.0610452701575216,0.398556257151589,0.286566330997486,-0.109372562681187,0.370977660352468,0.231779691772438,-0.236246697208451,0.392867987479666,0.28206091971145,0.403290877459986,0.132139030388553,0.363916133580274,0.433268712965901,0.533196967184754,0.325787936377142,-0.118200740823789,0.486179279663485,-0.0665885507542555,-0.105149250197754,0.345691260483073,1,0.473829974660861,-0.0700837934015435,0.407996890658125,0.406901074994993,0.452150505573046,0.44312874396144,0.447216467822753,0.253758979223882,0.473538825423702,-0.452780016113784,0.335150172816086,0.288539905814394,-0.508925465495568,0.408854979477203,0.278914412293997,0.419628561032908,0.599571148597592,0.46232550500824
"ATT1_23_NothingByChance",0.159621093910807,0.0322212668729488,0.327557866142392,0.424655243429445,0.0530034244058371,0.433109832973585,0.174047158800825,-0.222901729393369,0.524470902339606,0.58113169908835,0.528727032969763,0.0471600823223714,0.372993296058641,0.576314216412355,0.477133607333998,0.661987000437611,-0.252169609699738,0.452699531626985,-0.232189112033326,0.0239700893198501,0.49299428858251,0.473829974660861,1,0.0109790483564744,0.368179133373979,0.50883399424767,0.582666770537722,0.584188814284819,0.41331827455344,0.175465375241398,0.653792550621159,-0.293429586450259,0.450652152167498,0.376921521295129,-0.317020121659717,0.48713726602465,0.280729684149802,0.678091109131006,0.302182059532991,0.406343541064247
"ATT1_24_IllnessBecauseOfGenes",-0.0164829666428996,0.0786161800386096,-0.212441523773397,-0.0219990469737541,0.21040445139037,0.0769675123469981,-0.179175161628909,0.171544528970188,0.0436544762139464,-0.136700999021609,-0.0610541939160109,0.338175400531894,0.044329365752196,-0.181389173579237,-0.02343703760689,-0.147331483911716,0.294295546844059,-0.0914243863982818,0.303373705724691,0.191018939951759,0.154584450955513,-0.0700837934015435,0.0109790483564744,1,-0.0270229108027848,0.213549622650322,-0.124256111944932,0.047293510098809,-0.00745675513613903,0.0309904729593346,-0.0371198252093885,0.135412010340268,0.0457838213978322,-0.154792757636873,0.183011081595448,0.0267490776467532,0.0755117132303525,-0.0103801529354254,-0.145271780730636,-0.116040757403111
"ATT1_25_ChemotherapyHarmful",0.190647532193253,0.147241142085754,0.387464694828156,0.2648194142702,-0.0806387348572934,0.350790370552116,0.1441873334992,-0.28031588134612,0.301607985711818,0.282581714717882,0.334603893825874,0.171940463588814,0.251066705784568,0.335166045375503,0.496167565894765,0.255240124730929,-0.0583774517203787,0.536559447827412,0.0750816922727136,-0.127173160319645,0.339410774729207,0.407996890658125,0.368179133373979,-0.0270229108027848,1,0.454639571203854,0.401568886708516,0.416057643422522,0.842886301249268,0.16130830838274,0.370051126421418,-0.387445067730857,0.342657351856988,0.153171738183413,-0.382959233037505,0.33902166085815,0.284447693332007,0.385940927223163,0.459961052043843,0.306006949197032
"ATT1_26_HealingResultOfEmoDevelopment",0.20454200088202,0.0347829544306597,0.292636917770387,0.412242048447227,0.134147520118778,0.415202470901207,0.183121586448357,-0.13606901519669,0.48858147900593,0.409152729547694,0.487613131349875,0.173154188702577,0.345395082663175,0.455959100987941,0.479603642188116,0.327981775877229,-0.0383938564943556,0.45140971494264,0.0334014123380944,0.105190016706068,0.627206895889591,0.406901074994993,0.50883399424767,0.213549622650322,0.454639571203854,1,0.523875580927332,0.686056458049735,0.423887065505075,0.245440810983986,0.608320568025181,-0.264561376762189,0.614635679409031,0.427892817918452,-0.300455171981498,0.442448370245568,0.365210373593307,0.61611219662469,0.344799373256368,0.389301202230353
"ATT1_27_EnergeticSystemInBody",0.159658405585247,-0.0862024539137329,0.353821580305807,0.358610482222399,0.0425694901101011,0.415241008715433,0.216235805468086,-0.243324548732874,0.469836519062998,0.543046903254906,0.605201442353849,0.0834862900929548,0.448446543623896,0.640583450366954,0.550030767310298,0.5174101158842,-0.187329820786366,0.584675382858147,-0.164582228432558,0.0429204186319752,0.505131368818849,0.452150505573046,0.582666770537722,-0.124256111944932,0.401568886708516,0.523875580927332,1,0.700079489797076,0.382022350620782,0.227113821999422,0.613290183945637,-0.3120821830384,0.534883886531675,0.652142512348096,-0.454638101401974,0.507904802580774,0.414959933910793,0.654912324788678,0.455382966840409,0.45567635950854
"ATT1_28_ConfrontingEmotionalProb",0.231619362990837,-0.0507096282725829,0.280118771714795,0.439890596642687,0.088197663908268,0.476784314393479,0.17496970734486,-0.224361180591637,0.538518877660132,0.473693116522644,0.569296374933939,0.251419009291873,0.473437456675887,0.522028792200351,0.550847643054396,0.465247346339661,-0.0814155178278224,0.443093997779572,-0.0908550368502993,-0.00556170420638626,0.635790366075426,0.44312874396144,0.584188814284819,0.047293510098809,0.416057643422522,0.686056458049735,0.700079489797076,1,0.404657165163151,0.214386908869606,0.651018473844731,-0.210977451711292,0.70991826212837,0.536501374871547,-0.374011729058301,0.536685777313736,0.323158332386192,0.691029860677493,0.385273569795821,0.416532341650403
"ATT1_29_RadiationTherapyHarmful",0.18720505643642,0.149586618599325,0.418465078310112,0.340947295037726,0.00954869557948854,0.330561797862312,0.129046205228611,-0.292348048259946,0.311738234026864,0.324082045406383,0.348524896177759,0.207561711146458,0.293720076401195,0.342616929839112,0.53343497499265,0.27013837923024,-0.0474106186032805,0.443416694549845,0.142696189311596,-0.125584432587204,0.331170809207799,0.447216467822753,0.41331827455344,-0.00745675513613903,0.842886301249268,0.423887065505075,0.382022350620782,0.404657165163151,1,0.154736267635259,0.381545738282572,-0.360214593973909,0.311357942030119,0.129461373466931,-0.427827365825358,0.348733643837166,0.293102831757102,0.415267956265029,0.50582980577042,0.341755806639878
"ATT1_30_MandatoryVaccines",-0.0340305919181573,0.0462063081573236,0.268650778705842,0.197420403045166,0.106539285663511,0.268100351318015,0.0485263171025766,-0.103499631511733,0.248276930030219,0.163946993407005,0.334917086415765,0.0926863720041259,0.204060131610066,0.147587767677878,0.187202604837708,0.232353107060155,-0.282989083538747,0.141017832062258,-0.10491172626743,-0.11379336187213,0.219089085662791,0.253758979223882,0.175465375241398,0.0309904729593346,0.16130830838274,0.245440810983986,0.227113821999422,0.214386908869606,0.154736267635259,1,0.195469974050075,-0.306489701035375,0.171438889242236,0.0793773474718613,-0.284692190298925,0.28406089305213,0.33339331236114,0.207652301115619,0.205412313869129,0.128903536218434
"ATT1_31_IllnessSymbology",0.151799758859175,-0.0716466341284356,0.313647672389492,0.39897962638124,0.00687095337059047,0.514098261341985,0.255536455311533,-0.243459436225169,0.441747537203519,0.536568693146627,0.605208825442614,0.184767727387668,0.46586340124038,0.548984646803379,0.45596732629072,0.531600338935893,-0.32111276941469,0.416076204907767,-0.167997454980931,-0.0714842314154765,0.668085151199657,0.473538825423702,0.653792550621159,-0.0371198252093885,0.370051126421418,0.608320568025181,0.613290183945637,0.651018473844731,0.381545738282572,0.195469974050075,1,-0.286957118834458,0.564511085093953,0.466054533786856,-0.380190904650814,0.550012682642314,0.179077860553114,0.695290994574411,0.40077745487286,0.430597668271248
"ATT1_32_TrustWesternDocs",-0.0290251403322492,-0.021246847829719,-0.508706051491148,-0.108124985190922,0.0294317820651144,-0.24320055018649,-0.0503646804607186,0.317228320049814,-0.252090421580052,-0.241765256409208,-0.189751606907716,0.110987618175281,-0.129879846063409,-0.299521458907908,-0.541317497014409,-0.186276202319763,0.243551974261084,-0.536666429101066,0.0919329013142493,0.136972213413315,-0.192674639731666,-0.452780016113784,-0.293429586450259,0.135412010340268,-0.387445067730857,-0.264561376762189,-0.3120821830384,-0.210977451711292,-0.360214593973909,-0.306489701035375,-0.286957118834458,1,-0.0889459411398968,-0.166170773851089,0.580177013805242,-0.192712191131619,-0.323322959309952,-0.210871340659556,-0.483658939317374,-0.196602655852054
"ATT1_33_SymptomsWillDisappear",0.18985776509721,-0.041568522462552,0.198484247851571,0.461281388853793,0.104447278075318,0.481247592991668,0.147735674053391,-0.167056625810619,0.439782850065443,0.39600504609026,0.529588054497025,0.227338132512,0.232531828740163,0.357412771150237,0.369907044532913,0.400220215519947,-0.100242189565969,0.402216993599537,-0.0536017203554826,0.00124173987020212,0.643643725490425,0.335150172816086,0.450652152167498,0.0457838213978322,0.342657351856988,0.614635679409031,0.534883886531675,0.70991826212837,0.311357942030119,0.171438889242236,0.564511085093953,-0.0889459411398968,1,0.45599974003469,-0.206754159257413,0.529579039741476,0.250204602910447,0.603434607084384,0.303375626472776,0.319575225364381
"ATT1_34_EnergyInEastern",0.0832830911290689,-0.0987391013093026,0.245583035677005,0.306331778318163,0.0123156083530302,0.307957425077473,0.0778996888331905,-0.159253150015138,0.34137254187165,0.495999142762325,0.497222204194732,-0.0116188302827947,0.349791186431829,0.411608974823097,0.426663513263155,0.427104175219627,-0.0726241076816584,0.376003450354277,-0.101715613651551,-0.0746561847338118,0.424266702197865,0.288539905814394,0.376921521295129,-0.154792757636873,0.153171738183413,0.427892817918452,0.652142512348096,0.536501374871547,0.129461373466931,0.0793773474718613,0.466054533786856,-0.166170773851089,0.45599974003469,1,-0.228780621559266,0.39511183310198,0.129456120264844,0.432770223908929,0.277383655357416,0.290371687039333
"ATT1_35_SeriousSymptom",-0.131415421581845,0.0115117068994173,-0.56636682226256,-0.211669476818185,-0.00791304131581395,-0.276267809813693,-0.111918871297939,0.440286683357874,-0.327941928316006,-0.277648980527756,-0.312459238716056,-0.0983389738211714,-0.216313283923411,-0.373511947988235,-0.521766378600103,-0.253724175160208,0.189325547712909,-0.420913389329754,0.0349323442028452,0.207135182659199,-0.177963218531155,-0.508925465495568,-0.317020121659717,0.183011081595448,-0.382959233037505,-0.300455171981498,-0.454638101401974,-0.374011729058301,-0.427827365825358,-0.284692190298925,-0.380190904650814,0.580177013805242,-0.206754159257413,-0.228780621559266,1,-0.184819965032945,-0.270679678749208,-0.39074998366584,-0.606739957904194,-0.475938733749006
"ATT1_36_UnprocessedTrauma",0.0743992423462997,0.0925522897174094,0.226616944239303,0.405262380671929,0.0407222701658468,0.584705987147183,0.248998159523012,-0.0444246121790369,0.485453087883449,0.436747957371472,0.575452634496288,0.169015719296024,0.44912601638851,0.403399143872847,0.343720561659171,0.483786421570568,-0.287604660280742,0.267594615292376,-0.127574183922126,-0.0280355946280168,0.583924859474386,0.408854979477203,0.48713726602465,0.0267490776467532,0.33902166085815,0.442448370245568,0.507904802580774,0.536685777313736,0.348733643837166,0.28406089305213,0.550012682642314,-0.192712191131619,0.529579039741476,0.39511183310198,-0.184819965032945,1,0.190023054811785,0.553186574227933,0.341218232951672,0.397085369268088
"ATT1_37_NoBiopsy",0.0377948897363364,-0.0252680025304632,0.233478145588748,0.188256352643959,0.160618468795419,0.175975351150612,0.0698319844080479,-0.0619809030954142,0.231201272936204,0.141410370102962,0.282586978088654,-0.00849178496940077,0.181544468635564,0.250512116460596,0.40943155175285,0.170984533882435,-0.0235375424753703,0.375128389114163,0.0517993273441216,0.243641776760972,0.215667434710964,0.278914412293997,0.280729684149802,0.0755117132303525,0.284447693332007,0.365210373593307,0.414959933910793,0.323158332386192,0.293102831757102,0.33339331236114,0.179077860553114,-0.323322959309952,0.250204602910447,0.129456120264844,-0.270679678749208,0.190023054811785,1,0.409472017781863,0.296495332252591,0.180160261055738
"ATT1_38_IllnessTeachesUs",0.196604935232311,-0.0220948596025144,0.328766325415639,0.354591447826415,0.0722145150324078,0.481899467715892,0.252752424301819,-0.171442156141712,0.484189163559353,0.426226538989633,0.568615625631569,0.232657875950518,0.456725565901214,0.515378684661471,0.505737326186291,0.49594379577931,-0.193426067503039,0.416030139630013,-0.0990083785990728,0.00348050606158953,0.506759853792054,0.419628561032908,0.678091109131006,-0.0103801529354254,0.385940927223163,0.61611219662469,0.654912324788678,0.691029860677493,0.415267956265029,0.207652301115619,0.695290994574411,-0.210871340659556,0.603434607084384,0.432770223908929,-0.39074998366584,0.553186574227933,0.409472017781863,1,0.378660526481382,0.559456565315404
"ATT1_39_OnlyNatural",0.168869522302431,-0.0304307623590839,0.495106106163323,0.224094983577119,-0.0351266595788954,0.291239481403925,0.198221109721043,-0.277546572641845,0.297994759726684,0.203008139477716,0.365740422650596,0.0926467318559189,0.238225771035484,0.431686656587433,0.567998241901882,0.224038707583642,-0.116733689199994,0.435325639024474,0.0563546620273404,-0.0795953894519439,0.25914680502449,0.599571148597592,0.302182059532991,-0.145271780730636,0.459961052043843,0.344799373256368,0.455382966840409,0.385273569795821,0.50582980577042,0.205412313869129,0.40077745487286,-0.483658939317374,0.303375626472776,0.277383655357416,-0.606739957904194,0.341218232951672,0.296495332252591,0.378660526481382,1,0.511215954517427
"ATT1_40_StrongerComplaintsMeanHealing",0.14611664827894,-0.0737804177703532,0.378361941037057,0.230351917854578,-0.029313013562373,0.281625965954409,0.195712939492178,-0.158222086433132,0.367053556143821,0.285261270493021,0.32534498045921,0.0946423789114077,0.238838993218174,0.446260945406646,0.466980157780583,0.246544194770203,-0.072948191524613,0.368133288647886,-0.192163682315062,-0.0577501883733591,0.305382907962,0.46232550500824,0.406343541064247,-0.116040757403111,0.306006949197032,0.389301202230353,0.45567635950854,0.416532341650403,0.341755806639878,0.128903536218434,0.430597668271248,-0.196602655852054,0.319575225364381,0.290371687039333,-0.475938733749006,0.397085369268088,0.180160261055738,0.559456565315404,0.511215954517427,1
